"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122"
"98",0,0.25,3,3,0,2,1,2,0,4,0,2,3,0,0,7,0,1,3,2,1,0,0,0,0,0,0,3,0,4,0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,1,0,0,1,0,0,1,3,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,9,0,10,4,0,0
"99",1,0.25,3,1,1,1,0,1,0,1,3,9,0,3,0,24,0,1,3,3,2,0,0,0,0,2,1,2,1,4,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,9,5,2,0,0,0,3,2,0,9,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,9,3,0,3
"100",0,0,1,0,0,0,0,1,0,0,1,2,0,2,0,9,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,5,1,4,3,0,1
"101",0,0,4,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,1,0,0,1,2,0,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,0,1,3,1,0,0,2,2,0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,9,5,0,0
"102",0,0.5,6,2,0,1,0,1,0,0,1,5,2,1,0,25,0,0,0,1,0,0,1,0,0,1,0,2,0,4,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,3,0,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,11,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4,1,0,0,2,1,0,0,5,0,4,2,0,0
"103",0,0,2,0,0,0,0,0,0,1,0,7,0,2,0,13,0,0,1,4,0,0,2,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,1,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,5,1,7,2,0,1
"104",0,0,4,1,0,0,1,0,0,1,2,5,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,8,3,0,1
"105",0,0,6,1,0,0,0,2,0,3,0,3,0,1,0,4,0,0,2,3,1,0,2,0,0,4,1,3,0,4,0,2,8,2,2,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,1,5,0,1,1,0,1,0,4,1,0,0,0,1,0,1,0,0,7,4,0,0,0,1,0,2,0,10,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,2,0,5,7,0,0
"106",0,0,3,0,0,1,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,4,0,0,3,0,0,0,1,3,0,1,0,0,0,1,1,0,6,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,10,6,0,1
"107",0,0,0,2,0,0,1,1,0,3,2,4,0,3,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,2
"108",0,0,7,1,0,0,1,4,0,1,2,3,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,2,8,3,0,0
"109",0,0,5,3,0,0,0,0,0,1,1,3,0,0,0,1,0,0,4,5,0,0,1,0,0,8,0,0,0,4,0,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,2,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1,0,0,8,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,1,0,3,0,3,4,0,0
"110",1,1,5,2,0,0,0,2,0,2,6,1,0,2,0,25,0,2,2,0,2,0,4,1,0,2,0,1,1,3,2,0,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,1,2,0,0,0,3,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,8,0,0,1,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,2,0,6,6,0,3
"111",0.5,0,3,0,0,1,0,1,0,2,1,1,6,4,1,11,0,0,0,2,0,0,1,1,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,5,6,1,0,0,2,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,2,12,2,0,0
"112",0,0,3,1,0,1,0,0,0,2,0,1,0,2,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,3,0,3,0,0,1,0,0,2,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,2,8,0,0,0,0,0,0,0,0,2,1,0,0,7,0,6,1,0,0
"113",0.25,0,1,2,0,0,0,1,0,5,4,7,0,0,0,30,0,0,3,2,1,0,0,3,0,4,0,4,3,1,0,1,5,8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,1,0,0,2,6,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,3,6,1,0,0,0,3,3,0,16,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,3,3,0,0,0,2,3,1,2,1,7,7,0,1
"114",0.5,0,2,0,0,0,1,0,0,0,0,3,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,7,3,10,7,0,0
"115",0,0,1,1,0,0,0,1,0,2,1,2,0,0,0,4,0,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,2,2,0,2,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,1,1,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,5,1,8,4,0,0
"116",0.25,1,6,3,0,0,0,2,0,4,5,3,0,1,0,23,0,0,2,0,1,0,1,2,0,0,0,3,0,5,2,0,1,6,0,1,0,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,2,0,3,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,13,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,4,2,0,4,2,6,5,0,0
"117",0,1,0,1,0,0,0,2,0,1,4,2,0,2,0,20,0,0,1,1,1,0,2,0,0,0,0,2,2,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,2,0,0,7,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,5,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,4,0,0,0,2,1,1,0,1,2,7,1,0,0
"118",0,0.5,1,1,0,0,1,0,0,2,3,7,0,1,0,6,0,0,1,0,0,0,1,1,0,1,0,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,2,0,0,3,0,0,2,1,0,0,3,1,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,5,11,0,0
"119",0.25,0,7,1,0,3,0,0,0,1,1,5,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,2,0,1,0,0,1,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,3,0,2,1,0,0,0,1,3,0,0,0,1,0,0,0,0,3,4,2,0,0,0,0,4,0,0,0,3,0,1,1,1,1,0,0,2,1,0,0,0,0,0,3,0,0,0,1,0,0,9,2,10,2,0,5
"120",0.5,1,1,0,0,5,0,1,0,0,1,2,0,0,1,0,0,1,0,4,0,0,2,0,0,6,4,0,0,6,1,0,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,2,2,0,0,0,0,0,0,1,0,3,1,2,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,0,0
"121",1,0,2,0,0,1,1,2,0,1,1,1,0,2,0,1,0,1,1,5,1,0,1,2,0,1,5,0,0,3,1,0,6,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,2,1,2,0,0,0,2,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,5,3,0,0
"122",1,0,2,0,0,2,2,2,0,3,0,0,1,0,1,1,0,1,0,4,1,0,0,0,0,1,0,1,0,2,1,0,5,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,2,1,0,1,0,0,0,0,1,0,6,2,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,1,6,3,10,6,0,1
"123",1,0,7,1,0,2,0,1,0,3,0,1,0,2,0,0,0,0,2,6,1,0,0,0,0,4,1,2,0,3,0,0,6,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,6,2,0,0,0,0,1,0,0,4,0,0,0,2,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,4,0,1
"124",1,0,3,1,0,4,1,0,0,2,0,1,2,2,0,1,0,0,2,3,2,0,0,0,0,2,0,1,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,4,0,2,1,0,1,0,2,0,0,1,0,0,1,0,0,0,3,4,1,0,0,0,1,3,0,3,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,10,6,7,2,1,1
"125",0.25,0.5,3,1,0,0,1,0,0,2,1,4,2,3,0,14,0,0,2,3,2,0,1,0,0,1,0,2,0,1,0,0,1,1,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,2,2,0,2,0,1,0,1,0,0,3,2,0,0,0,1,0,2,0,4,0,2,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,5,3,6,5,0,3
"126",0.5,1,2,3,0,3,0,2,0,1,0,2,0,2,0,3,0,0,2,2,0,0,0,0,0,2,0,1,0,6,1,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,4,0,0,0,0,2,0,0,1,0,1,0,0,1,0,4,4,1,0,0,0,1,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4,5,3,7,0,0
"127",0.25,0,0,0,0,3,0,0,0,0,0,3,0,0,0,19,0,0,1,8,0,0,1,0,0,2,0,1,0,2,0,1,0,6,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,9,1,7,4,0,0
"128",0,1,3,3,0,0,0,4,1,2,2,3,0,0,1,15,0,0,2,3,0,0,2,1,0,0,0,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,3,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,7,0,1
"129",1,1,4,0,0,2,0,1,0,4,0,3,0,1,1,19,0,0,2,6,0,0,2,1,0,1,0,1,1,7,2,1,0,5,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,2,0,7,3,0,0
"130",0.5,0.25,1,0,0,2,0,0,0,1,0,6,0,4,0,12,0,0,1,4,1,0,2,0,0,2,0,1,1,1,0,0,5,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,2,0,0,1,1,2,36,0,1,2,0,1,0,1,0,0,3,4,0,0,0,0,2,1,0,0,4,3,1,0,0,0,0,1,0,8,0,0,0,0,2,2,0,1,0,0,1,8,0,0,0,1,1,0,1,0,1,1,0,6,2,8,4,0,1
"131",0,0,1,1,0,5,0,0,0,1,0,5,0,3,0,6,0,0,0,2,0,0,1,1,0,0,0,0,0,3,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,1,3,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,8,3,0,0
"132",0,0.5,8,3,0,0,1,0,0,0,0,7,0,2,0,10,0,1,5,1,0,0,1,0,0,4,0,1,0,2,0,0,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,10,0,0,0,0,1,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,1,3,3,8,8,0,0
"133",0,0.5,1,1,0,3,0,0,0,0,0,13,0,2,0,11,0,0,2,1,1,0,2,2,0,2,0,3,0,6,1,2,1,6,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,6,4,6,5,0,0
"134",0,0,3,0,0,2,0,2,0,0,0,0,0,3,0,3,0,0,0,0,1,0,1,1,0,1,0,3,0,2,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,3,0,0
"135",0,0,3,1,0,4,0,1,0,0,0,1,2,4,0,1,0,0,2,7,1,1,1,1,0,7,2,1,0,2,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,4,2,4,0,1
"136",1,0.5,3,0,0,1,0,2,0,1,0,4,0,1,0,14,0,0,1,1,0,0,5,0,0,1,1,4,0,3,1,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,1,0,1,1,1,0,0,2,1,0,2,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,4,0,0,1,1,1,2,1,0,0,1,2,0,0,0,0,1,0,0,1,2,2,0,0,4,10,5,7,0,0
"137",0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,8,4,8,0,3
"138",1,1,1,2,1,0,1,0,0,1,2,13,0,2,1,27,0,1,5,1,1,0,1,0,0,2,0,1,0,2,0,0,0,6,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0,2,1,0,4,0,0,0,1,0,0,3,3,2,0,0,0,0,1,0,15,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,10,5,4,0,0
"139",0,0.25,4,0,0,4,1,2,0,2,0,4,0,1,0,8,0,1,1,1,2,0,1,0,0,1,0,1,0,0,1,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,2,9,0,0,0
"140",0.25,0.5,1,2,3,0,0,2,0,3,0,3,0,2,0,2,0,0,3,1,0,0,0,0,0,2,0,1,0,1,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,3,1,0,0,0,3,1,1,2,0,0,0,3,3,0,1,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,5,3,7,4,0,0
"141",1,0.5,4,1,0,0,0,2,0,2,1,7,0,0,0,10,0,0,3,3,2,0,1,0,0,3,0,1,0,2,1,0,1,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,1,0,11,0,0,0,0,1,6,3,0,0,0,1,0,0,0,0,4,0,0,0,0,2,1,1,5,9,2,4,0,0
"142",0,0,2,3,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,8,6,8,3,0,0
"143",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0,1,9,2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,1,0,5,0,0,1,2,0,0,6,0,8,1,0,2
"144",0.5,0,2,0,0,0,0,2,0,3,0,3,0,0,0,4,0,1,2,2,0,0,4,1,0,0,0,1,0,3,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,1,0,4,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,2,0,0,0,0,0,0,4,12,4,1,0,0
"145",1,1,2,0,0,0,0,0,0,0,1,1,0,2,0,6,0,0,0,4,0,0,1,0,0,1,0,1,0,6,1,2,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,3,0,1,0,0,0,0,0,0,3,0,3,0,0,0,1,1,0,2,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,5,4,5,1,0,0
"146",0.5,0.25,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,2,0,1
"147",0.25,0,1,1,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,3,2,0,1,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,5,7,11,2,0,0
